Price
44.0
40.0
28.0
26.0
22.0
30.0
26.0
40.0
24.0
36.0
40.0
36.0
36.0
22.0
26.0
40.0
16.0
40.0
22.0
28.0
40.0
38.0
42.0
26.0
24.0
38.0
26.0
30.0
34.0
24.0
26.0
26.0
40.0
38.0
26.0
26.0
22.0
28.0
48.0
24.0
26.0
32.0
24.0
46.0
46.0
30.0
40.0
26.0
26.0
30.0
42.0
38.0
22.0
38.0
16.0
38.0
40.0
30.0
26.0
24.0
32.2
26.0
44.0
38.0
38.0
36.0
22.0
32.0
40.0
24.0
22.0
62.0
40.0
28.0
16.0
54.0
32.0
40.0
30.0
19.2
28.0
40.0
28.0
26.0
34.0
36.0
36.0
26.0
22.0
28.0
30.0
44.0
30.0
38.0
26.0
28.0
38.0
38.0
60.0
40.0
26.0
30.0
30.0
38.0
26.0
30.0
26.0
26.0
36.0
40.0
24.0
46.0
30.0
40.0
16.0
26.0
40.0
54.0
30.0
28.0
26.6
26.0
26.0
26.0
24.0
40.0
26.0
28.0
24.0
44.0
26.0
26.0
24.0
22.0
22.0
46.0
24.0
42.0
30.0
30.0
40.0
30.0
46.0
28.0
22.0
42.0
40.0
28.0
40.0
34.0
44.0
40.0
26.0
38.0
24.0
32.0
24.0
24.0
28.0
30.0
30.0
42.0
22.0
42.0
26.0
24.0
24.0
24.0
24.0
30.0
26.6
22.0
26.0
38.0
48.0
26.0
24.0
38.0
32.2
36.0
38.0
30.0
28.0
24.0
34.0
30.0
38.0
42.0
64.0
30.0
24.0
26.0
54.0
26.0
22.0
30.0
38.0
44.0
44.0
40.0
40.0
22.0
28.0
38.0
28.0
26.0
40.0
22.0
44.0
40.0
48.0
48.0
26.0
22.0
30.0
22.0
26.0
40.0
54.0
36.0
26.0
38.0
26.0
30.0
24.0
30.0
30.0
26.0
54.0
30.0
30.0
26.0
48.0
36.0
22.0
28.0
44.0
28.0
40.0
26.0
28.0
24.0
40.0
19.2
24.0
22.0
24.0
38.0
16.0
30.0
22.0
38.0
34.0
50.0
28.0
26.0
26.0
26.0
24.0
30.0
26.0
40.0
40.0
24.0
36.0
26.0
48.0
42.0
24.0
30.0
50.0
26.6
22.0
38.0
26.0
34.0
30.0
30.0
24.0
34.0
30.0
26.0
40.0
26.0
56.0
40.0
28.0
30.0
40.0
26.0
40.0
30.0
30.0
28.0
36.0
26.0
34.0
34.0
40.0
40.0
26.6
30.0
30.0
19.2
38.0
64.0
16.0
16.0
26.0
24.0
26.0
26.0
28.0
24.0
40.0
30.0
26.0
40.0
30.0
30.0
56.0
38.0
26.0
24.0
30.0
30.0
24.0
26.6
44.0
26.0
16.0
26.6
30.0
24.0
24.0
22.0
24.0
24.0
44.0
38.0
38.0
22.0
40.0
24.0
26.0
26.0
44.0
38.0
44.0
28.0
30.0
26.6
30.0
44.0
44.8
26.6
40.0
38.0
38.0
32.2
30.0
30.0
38.0
22.0
24.0
38.0
28.0
26.0
19.2
26.0
24.0
34.0
30.0
26.6
38.0
26.0
40.0
30.0
48.0
22.0
26.0
26.0
30.0
38.0
50.0
30.0
26.0
26.0
30.0
26.0
34.0
30.0
30.0
38.0
62.0
42.0
48.0
30.0
28.0
40.0
28.0
16.0
46.0
30.0
26.6
24.0
26.0
22.0
46.0
34.0
40.0
36.0
19.2
30.0
16.0
22.0
26.0
40.0
44.0
40.0
26.0
38.0
38.0
24.0
24.0
26.0
40.0
38.0
40.0
30.0
16.0
44.0
26.0
44.0
16.0
26.0
28.0
38.0
38.0
22.0
48.0
22.0
22.0
24.0
38.0
22.0
26.0
30.0
26.0
26.6
24.0
30.0
26.6
32.0
56.0
44.8
64.0
30.0
24.0
40.0
26.0
24.0
26.0
34.0
26.0
34.0
28.0
22.0
26.0
22.0
28.0
24.0
44.0
40.0
54.0
44.0
30.0
38.0
44.8
28.0
40.0
38.0
30.0
30.0
28.0
46.0
30.0
26.0
30.0
30.0
28.0
24.0
56.0
40.0
24.0
56.0
28.0
16.0
26.0
38.0
26.0
30.0
28.0
26.0
26.0
24.0
32.2
26.0
24.0
64.0
54.0
38.0
30.0
26.6
30.0
26.6
19.2
46.0
22.0
28.0
40.0
40.0
24.0
30.0
26.0
40.0
28.0
40.0
28.0
42.0
26.0
38.0
22.0
26.0
26.6
40.0
38.0
30.0
28.0
26.0
28.0
40.0
44.0
26.0
26.0
24.0
54.0
22.0
24.0
26.0
30.0
28.0
28.0
28.0
24.0
22.0
30.0
54.0
28.0
19.2
40.0
24.0
26.0
26.0
40.0
22.0
30.0
54.0
34.0
62.0
30.0
32.0
46.0
28.0
48.0
42.0
22.0
36.0
16.0
38.0
30.0
28.0
26.0
48.0
28.0
30.0
56.0
30.0
24.0
26.0
26.0
26.0
36.0
54.0
30.0
26.0
36.0
26.0
26.0
40.0
30.0
44.0
48.0
38.0
26.0
44.8
30.0
26.0
16.0
30.0
40.0
30.0
28.0
16.0
22.0
26.0
22.0
30.0
36.0
22.0
16.0
38.0
22.0
26.0
24.0
26.0
40.0
24.0
26.0
26.0
48.0
54.0
54.0
26.0
26.0
56.0
54.0
40.0
38.0
30.0
24.0
22.0
30.0
42.0
26.6
48.0
40.0
22.0
56.0
38.0
22.0
34.0
26.0
48.0
22.0
34.0
44.0
24.0
48.0
28.0
30.0
36.0
36.0
26.6
24.0
26.0
30.0
26.0
24.0
28.0
30.0
44.8
22.0
26.0
26.0
26.0
40.0
24.0
40.0
40.0
28.0
40.0
44.0
32.2
22.0
28.0
26.0
40.0
30.0
26.6
44.0
26.0
40.0
34.0
24.0
24.0
34.0
22.0
26.0
30.0
30.0
24.0
44.0
26.0
24.0
24.0
26.0
26.0
40.0
40.0
24.0
30.0
30.0
22.0
44.0
28.0
28.0
24.0
30.0
26.0
64.0
54.0
44.0
40.0
62.0
24.0
42.0
62.0
22.0
46.0
26.0
42.0
24.0
30.0
30.0
16.0
38.0
30.0
16.0
36.0
24.0
24.0
44.0
50.0
26.6
38.0
19.2
50.0
26.0
26.0
32.0
28.0
28.0
32.0
30.0
36.0
34.0
56.0
28.0
22.0
26.0
26.0
26.6
30.0
30.0
26.0
30.0
22.0
26.0
34.0
28.0
50.0
46.0
22.0
26.0
26.0
38.0
38.0
30.0
24.0
46.0
48.0
22.0
28.0
30.0
26.0
24.0
24.0
26.0
16.0
34.0
62.0
30.0
60.0
54.0
42.0
22.0
34.0
26.0
28.0
44.0
34.0
24.0
22.0
30.0
30.0
46.0
54.0
28.0
48.0
40.0
48.0
26.6
26.0
28.0
26.0
28.0
32.2
26.0
