Price
78.0
64.0
68.0
49.0
59.0
39.0
72.0
158.0
59.0
128.0
188.0
218.0
72.0
74.0
198.0
38.0
128.0
49.0
109.0
69.0
79.0
128.0
118.0
128.0
118.0
118.0
99.0
99.0
58.0
69.0
119.0
118.0
39.0
54.0
118.0
128.0
88.0
34.0
78.0
79.0
38.0
74.0
49.0
99.0
68.0
74.0
89.0
68.0
44.0
38.0
68.0
54.0
54.0
128.0
209.0
54.0
68.0
49.0
68.0
34.0
78.0
129.0
148.0
48.0
78.0
108.0
99.0
22.0
94.0
148.0
79.0
88.0
88.0
99.0
129.0
54.0
29.0
48.0
128.0
58.0
168.0
99.0
98.0
128.0
49.0
54.0
128.0
39.0
128.0
58.0
168.0
109.0
59.0
69.0
49.0
39.0
68.0
99.0
68.0
44.0
88.0
94.0
128.0
99.0
79.0
51.5
54.0
129.0
29.0
78.0
24.0
99.0
68.0
24.0
69.0
128.0
78.0
128.0
128.0
28.0
38.0
128.0
59.0
128.0
118.0
128.0
128.0
39.0
98.0
84.0
128.0
98.0
69.0
239.0
99.0
78.0
99.0
79.0
58.0
118.0
88.0
38.0
118.0
78.0
39.0
128.0
78.0
83.0
34.0
118.0
68.0
128.0
74.0
59.0
129.0
49.0
128.0
39.0
138.0
138.0
84.0
68.0
129.0
78.0
48.0
49.0
98.0
48.0
148.0
278.0
54.0
49.0
78.0
109.0
99.0
68.0
99.0
34.0
48.0
68.0
59.0
58.0
128.0
58.0
98.0
79.0
128.0
69.0
68.0
99.0
64.0
49.0
89.0
38.0
89.0
68.0
98.0
118.0
98.0
118.0
56.5
84.0
34.0
74.0
48.0
98.0
58.0
99.0
54.0
148.0
44.0
59.0
298.0
74.0
64.0
79.0
158.0
128.0
34.0
88.0
79.0
39.0
44.0
109.0
29.0
98.0
109.0
78.0
74.0
118.0
128.0
74.0
128.0
48.0
98.0
29.0
49.0
68.0
19.0
118.0
24.0
54.0
68.0
98.0
128.0
59.0
51.5
59.0
79.0
69.0
118.0
68.0
248.0
58.0
69.0
74.0
138.0
79.0
58.0
78.0
149.0
38.0
69.0
24.0
128.0
94.0
59.0
168.0
49.0
148.0
68.0
49.0
78.0
99.0
98.0
89.0
128.0
59.0
84.0
89.0
48.0
88.0
169.0
38.0
18.0
78.0
79.0
79.0
78.0
74.0
128.0
118.0
28.0
49.0
68.0
48.0
148.0
248.0
259.0
39.0
89.0
44.0
68.0
54.0
118.0
168.0
69.0
148.0
149.0
58.0
68.0
58.0
118.0
369.0
34.0
88.0
49.0
98.0
78.0
128.0
94.0
88.0
179.0
98.0
68.0
148.0
62.0
69.0
124.0
78.0
398.0
128.0
39.0
49.0
78.0
128.0
54.0
79.0
54.0
49.0
69.0
49.0
68.0
278.0
88.0
48.0
69.0
48.0
68.0
128.0
48.0
88.0
49.0
58.0
39.0
128.0
128.0
228.0
168.0
18.0
118.0
168.0
29.0
38.0
99.0
18.0
99.0
118.0
68.0
54.0
49.0
34.0
84.0
74.0
98.0
59.0
78.0
148.0
98.0
39.0
148.0
79.0
99.0
79.0
78.0
228.0
64.0
58.0
68.0
59.0
78.0
148.0
44.0
59.0
69.0
61.5
69.0
48.0
44.0
49.0
128.0
128.0
29.0
99.0
54.0
138.0
99.0
44.0
52.0
79.0
51.5
99.0
58.0
118.0
49.0
18.0
198.0
29.0
58.0
40.0
108.0
98.0
39.0
68.0
158.0
39.0
128.0
78.0
69.0
38.0
98.0
54.0
128.0
128.0
118.0
79.0
